Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
Graduate,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,479,36,279,Alone,1,2,1
Postgraduate,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,657,46,103,Partner,1,3,1
Postgraduate,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,72,43,44,Partner,2,4,1
Postgraduate,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,71,63,406,Partner,0,2,0
Undergraduate,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,83,49,1363,Partner,0,2,0
Graduate,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,397,45,236,Partner,0,2,0
Graduate,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,542,41,39,Partner,1,3,1
Graduate,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,494,38,137,Alone,0,1,0
Graduate,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,10,41,79,Partner,1,3,1
Postgraduate,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,357,40,63,Partner,1,3,1
Postgraduate,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,482,61,1314,Partner,3,5,1
Postgraduate,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,5,48,71,Partner,1,3,1
Graduate,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,603,36,58,Partner,1,3,1
Postgraduate,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,447,47,702,Partner,1,3,1
Graduate,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,312,36,94,Alone,1,2,1
Undergraduate,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,516,27,80,Alone,1,2,1
Postgraduate,32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,332,56,22,Alone,1,2,1
Undergraduate,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,602,50,1211,Partner,1,3,1
Graduate,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,365,43,1461,Partner,0,2,0
Graduate,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,528,43,1968,Alone,0,1,0
Graduate,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,4,45,1091,Partner,0,2,0
Undergraduate,31056.0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,523,37,55,Partner,1,3,1
Graduate,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,48,41,1366,Partner,0,2,0
Graduate,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,669,34,313,Alone,0,1,0
Postgraduate,37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,123,56,62,Partner,2,4,1
Postgraduate,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,284,42,92,Alone,2,3,1
Postgraduate,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,91,43,72,Partner,1,3,1
Graduate,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,396,61,655,Partner,1,3,1
Graduate,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,67,55,704,Partner,1,3,1
Graduate,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,603,60,54,Partner,2,4,1
Graduate,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,649,23,178,Alone,0,1,0
Graduate,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,37,52,1033,Partner,0,2,0
Graduate,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,334,28,36,Partner,1,3,1
Postgraduate,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,624,49,122,Alone,1,2,1
Postgraduate,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,277,48,122,Partner,1,3,1
Postgraduate,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,259,54,1123,Partner,1,3,1
Graduate,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,593,30,497,Partner,1,3,1
Graduate,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,359,48,691,Partner,1,3,1
Undergraduate,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,83,49,1363,Partner,0,2,0
Postgraduate,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,24,48,12,Partner,2,4,1
Postgraduate,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,498,65,2440,Partner,0,2,0
Undergraduate,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,500,44,56,Alone,2,3,1
Postgraduate,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,450,31,37,Partner,1,3,1
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,632,29,968,Alone,0,1,0
Graduate,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,669,40,270,Partner,1,3,1
Postgraduate,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,324,63,278,Partner,0,2,0
Graduate,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,579,62,1250,Alone,0,1,0
Graduate,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,455,27,938,Partner,0,2,0
Postgraduate,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,636,65,1178,Partner,2,4,1
Graduate,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,339,56,1155,Partner,2,4,1
Postgraduate,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,535,27,653,Alone,0,1,0
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,41,41,49,Alone,2,3,1
Postgraduate,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,79,50,506,Partner,1,3,1
Graduate,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,655,53,38,Partner,2,4,1
Graduate,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,59,22,1650,Alone,0,1,0
Undergraduate,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,695,49,1826,Alone,1,2,1
Graduate,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,694,58,18,Alone,0,1,0
Graduate,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,117,36,906,Partner,0,2,0
Postgraduate,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,35,43,46,Partner,1,3,1
Graduate,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,573,48,1477,Partner,1,3,1
Graduate,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,576,59,766,Partner,1,3,1
Graduate,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,125,61,47,Partner,1,3,1
Graduate,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,346,56,467,Partner,0,2,0
Graduate,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,361,53,2116,Partner,0,2,0
Postgraduate,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,424,33,1298,Partner,0,2,0
Undergraduate,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,313,38,22,Partner,2,4,1
Postgraduate,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,158,46,396,Alone,1,2,1
Postgraduate,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,433,36,20,Partner,1,3,1
Graduate,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,104,49,967,Alone,0,1,0
Graduate,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,589,43,357,Partner,1,3,1
Graduate,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,676,58,1401,Partner,0,2,0
Graduate,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,316,32,15,Partner,1,3,1
Postgraduate,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,512,44,2087,Alone,0,1,0
Graduate,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,510,37,981,Partner,1,3,1
Graduate,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,260,44,17,Alone,2,3,1
Postgraduate,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,541,56,523,Partner,0,2,0
Graduate,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,57,31,23,Partner,1,3,1
Postgraduate,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,104,56,1192,Alone,0,1,0
Postgraduate,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,31,41,1958,Partner,0,2,0
Postgraduate,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,64,40,133,Alone,1,2,1
Graduate,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,310,55,777,Partner,0,2,0
Postgraduate,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,372,42,73,Alone,2,3,1
Postgraduate,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,109,49,121,Partner,2,4,1
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,326,35,424,Alone,1,2,1
Graduate,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,27,56,868,Alone,1,2,1
Undergraduate,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,606,28,756,Alone,0,1,0
Postgraduate,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,432,32,12,Partner,1,3,1
Graduate,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,543,35,937,Partner,1,3,1
Graduate,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,264,39,1862,Alone,0,1,0
Undergraduate,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,405,35,367,Partner,1,3,1
Graduate,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,331,28,443,Partner,1,3,1
Graduate,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,246,44,267,Partner,1,3,1
Graduate,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,97,42,61,Partner,1,3,1
Postgraduate,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,226,54,1323,Alone,0,1,0
Postgraduate,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,10,62,63,Partner,1,3,1
Undergraduate,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,330,44,64,Partner,0,2,0
Undergraduate,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,150,40,562,Partner,1,3,1
Graduate,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,29,49,312,Partner,2,4,1
Graduate,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,489,60,1156,Alone,0,1,0
Undergraduate,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,485,31,1104,Alone,0,1,0
Postgraduate,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,140,41,16,Alone,2,3,1
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,132,54,2008,Alone,0,1,0
Postgraduate,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,303,30,44,Alone,1,2,1
Graduate,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,305,43,1574,Partner,1,3,1
Postgraduate,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,256,31,63,Partner,1,3,1
Postgraduate,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,282,31,426,Partner,0,2,0
Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,529,48,96,Partner,0,2,0
Undergraduate,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,290,36,635,Partner,1,3,1
Graduate,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,266,46,757,Alone,1,2,1
Postgraduate,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,584,35,125,Partner,1,3,1
Postgraduate,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,408,41,332,Alone,2,3,1
Graduate,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,187,35,135,Alone,1,2,1
Graduate,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,588,60,330,Partner,1,3,1
Graduate,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,558,52,384,Alone,2,3,1
Graduate,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,690,48,1722,Alone,2,3,1
Graduate,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,66,37,78,Partner,3,5,1
Undergraduate,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,533,29,24,Alone,0,1,0
Undergraduate,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,191,62,1168,Alone,0,1,0
Postgraduate,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,530,63,957,Partner,1,3,1
Graduate,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,262,47,15,Alone,2,3,1
Graduate,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,22,36,57,Partner,1,3,1
Graduate,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,594,38,1956,Partner,1,3,1
Graduate,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,243,29,2013,Alone,0,1,0
Undergraduate,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,36,40,326,Partner,1,3,1
Postgraduate,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,693,46,77,Partner,2,4,1
Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,422,52,1313,Alone,0,1,0
Postgraduate,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,38,25,30,Alone,0,1,0
Graduate,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,512,53,315,Partner,1,3,1
Postgraduate,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,374,61,660,Partner,1,3,1
Graduate,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,514,25,74,Partner,1,3,1
Undergraduate,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,49,36,46,Alone,1,2,1
Postgraduate,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,316,52,86,Alone,1,2,1
Graduate,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,236,69,1103,Alone,0,1,0
Postgraduate,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,159,40,61,Partner,1,3,1
Graduate,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,222,33,145,Partner,1,3,1
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,653,58,684,Partner,2,4,1
Postgraduate,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,229,60,411,Partner,1,3,1
Graduate,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,624,28,27,Alone,1,2,1
Postgraduate,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,358,71,1060,Alone,0,1,0
Graduate,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,669,50,1459,Partner,1,3,1
Graduate,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,669,35,18,Partner,1,3,1
Graduate,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,645,40,1833,Partner,0,2,0
Postgraduate,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,87,54,237,Partner,1,3,1
Postgraduate,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,32,51,48,Alone,2,3,1
Graduate,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,343,38,515,Partner,2,4,1
Graduate,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,571,40,1020,Partner,0,2,0
Graduate,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,31,53,1370,Partner,0,2,0
Graduate,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,475,63,1026,Partner,1,3,1
Graduate,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,98,49,301,Partner,1,3,1
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,653,58,684,Partner,2,4,1
Graduate,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,617,49,499,Partner,1,3,1
Graduate,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,676,20,1004,Partner,0,2,0
Postgraduate,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,259,40,218,Partner,1,3,1
Graduate,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,402,42,606,Partner,1,3,1
Undergraduate,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,359,46,75,Partner,1,3,1
Graduate,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,676,46,106,Partner,3,5,1
Graduate,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,396,66,990,Partner,0,2,0
Graduate,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,158,45,1097,Alone,0,1,0
Undergraduate,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,132,18,16,Partner,0,2,0
Undergraduate,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,104,40,34,Partner,0,2,0
Postgraduate,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,672,24,1711,Partner,0,2,0
Postgraduate,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,168,57,438,Partner,2,4,1
Undergraduate,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,537,35,75,Partner,1,3,1
Postgraduate,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,228,54,225,Partner,1,3,1
Postgraduate,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,603,62,18,Partner,2,4,1
Graduate,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,408,33,470,Partner,1,3,1
Graduate,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,442,33,91,Alone,2,3,1
Postgraduate,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,136,23,2525,Alone,0,1,0
Graduate,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,532,64,504,Partner,1,3,1
Graduate,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,540,57,235,Partner,1,3,1
Postgraduate,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,526,53,1232,Alone,1,2,1
Undergraduate,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,422,56,88,Alone,2,3,1
Graduate,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,52,43,17,Alone,1,2,1
Graduate,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,331,29,24,Alone,1,2,1
Graduate,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,311,49,60,Partner,2,4,1
Postgraduate,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,308,62,1020,Alone,1,2,1
Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,570,52,155,Partner,1,3,1
Undergraduate,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,122,40,51,Partner,2,4,1
Postgraduate,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,554,44,1812,Alone,0,1,0
Postgraduate,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,589,45,1461,Alone,1,2,1
Graduate,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,70,54,96,Alone,1,2,1
Graduate,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,132,62,160,Alone,1,2,1
Postgraduate,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,433,45,139,Partner,2,4,1
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,434,46,908,Alone,1,2,1
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,301,49,183,Partner,1,3,1
Postgraduate,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,455,45,1161,Partner,1,3,1
Postgraduate,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,85,42,988,Partner,0,2,0
Undergraduate,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,658,53,1072,Alone,1,2,1
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,291,37,174,Partner,2,4,1
Graduate,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,520,55,758,Partner,1,3,1
Postgraduate,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,180,56,195,Partner,1,3,1
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,627,35,31,Alone,1,2,1
Postgraduate,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,316,57,1084,Partner,0,2,0
Postgraduate,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,494,58,685,Partner,1,3,1
Postgraduate,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,219,49,1672,Partner,0,2,0
Graduate,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,243,24,43,Partner,0,2,0
Postgraduate,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,133,57,49,Partner,2,4,1
Graduate,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,403,49,133,Partner,1,3,1
Graduate,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,260,57,363,Partner,1,3,1
Graduate,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,440,59,545,Partner,1,3,1
Graduate,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,245,42,1065,Partner,1,3,1
Graduate,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,474,45,2047,Partner,0,2,0
Graduate,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,606,42,296,Partner,2,4,1
Graduate,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,366,39,140,Alone,2,3,1
Graduate,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,347,49,530,Alone,1,2,1
Postgraduate,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,690,51,152,Partner,2,4,1
Postgraduate,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,266,23,1598,Partner,0,2,0
Graduate,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,526,51,114,Alone,1,2,1
Undergraduate,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,676,28,101,Alone,1,2,1
Graduate,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,280,41,25,Partner,1,3,1
Undergraduate,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,519,57,789,Alone,0,1,0
Graduate,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,334,33,87,Partner,2,4,1
Postgraduate,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,280,56,90,Alone,2,3,1
Postgraduate,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,427,55,1215,Partner,1,3,1
Postgraduate,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,260,59,811,Alone,0,1,0
Graduate,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,615,28,61,Partner,1,3,1
Postgraduate,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,318,39,405,Partner,1,3,1
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,91,59,72,Partner,2,4,1
Graduate,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,499,43,189,Alone,2,3,1
Postgraduate,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,365,28,40,Partner,1,3,1
Graduate,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,140,36,63,Alone,1,2,1
Graduate,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,465,31,52,Partner,1,3,1
Postgraduate,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,58,38,39,Partner,1,3,1
Graduate,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,34,43,805,Partner,1,3,1
Postgraduate,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,73,58,130,Partner,1,3,1
Graduate,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,268,42,1631,Partner,0,2,0
Graduate,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,360,25,34,Partner,1,3,1
Graduate,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,212,62,152,Alone,2,3,1
Undergraduate,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,162,30,21,Alone,1,2,1
Postgraduate,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,269,47,71,Partner,3,5,1
Graduate,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,36,52,899,Alone,1,2,1
Postgraduate,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,70,67,711,Partner,0,2,0
Postgraduate,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,694,36,351,Partner,1,3,1
Graduate,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,42,43,8,Alone,0,1,0
Undergraduate,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,573,22,119,Alone,1,2,1
Graduate,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,450,46,21,Partner,2,4,1
Postgraduate,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,97,41,10,Partner,1,3,1
Graduate,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,36,39,973,Partner,1,3,1
Postgraduate,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,306,49,1536,Partner,0,2,0
Graduate,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,348,62,992,Partner,2,4,1
Postgraduate,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,492,47,1529,Partner,1,3,1
Graduate,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,290,42,860,Partner,1,3,1
Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,254,51,928,Alone,1,2,1
Postgraduate,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,699,44,418,Partner,2,4,1
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,695,59,587,Partner,1,3,1
Graduate,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,48,39,641,Partner,1,3,1
Graduate,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,102,38,23,Partner,2,4,1
Graduate,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,317,45,2279,Partner,0,2,0
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,41,41,49,Alone,2,3,1
Postgraduate,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,403,31,1779,Alone,0,1,0
